px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
8.16297	-6.21393	-2.53348	-2.70148	-0.297849	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0
8.23777	-6.13156	-2.3464	-2.66814	-0.220936	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	0
8.35959	-6.04362	-2.38824	-2.66355	-0.203675	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	0
8.51591	-5.98835	-2.55862	-2.70832	-0.260977	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	0
8.65006	-5.90628	-2.59337	-2.7091	-0.247	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0
8.7754	-5.83731	-2.59175	-2.71475	-0.238337	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0
8.92244	-5.74512	-2.65458	-2.7097	-0.219118	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0
8.99646	-5.66516	-2.46807	-2.67033	-0.142447	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	0
9.12505	-5.56634	-2.54228	-2.65357	-0.117481	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0
9.23521	-5.49	-2.48866	-2.64149	-0.0898964	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	0
9.35872	-5.40173	-2.518	-2.63264	-0.076016	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0
9.40233	-5.29921	-2.21039	-2.55427	0.0498809	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	0
9.52338	-5.18525	-2.2934	-2.52638	0.075651	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	0
9.61846	-5.09547	-2.27496	-2.50349	0.100261	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	0
9.73591	-4.96901	-2.36374	-2.4697	0.128589	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	0
9.84262	-4.88133	-2.37099	-2.45734	0.136791	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	0
9.95386	-4.75944	-2.43729	-2.42875	0.157602	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0
10.045	-4.66919	-2.44941	-2.41439	0.163962	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	0
10.1481	-4.5443	-2.52556	-2.38419	0.185612	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0
10.2226	-4.42612	-2.4634	-2.33437	0.241042	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	0
10.3271	-4.28083	-2.54713	-2.29824	0.263441	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0
10.4367	-4.17676	-2.60926	-2.3057	0.227722	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	0
10.5428	-4.03098	-2.6834	-2.27628	0.244248	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0
10.6491	-3.91767	-2.72099	-2.27502	0.224755	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0
10.7479	-3.7857	-2.75241	-2.255	0.232194	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0
10.8491	-3.66577	-2.76747	-2.24502	0.228494	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0
10.9479	-3.51664	-2.82157	-2.22018	0.240515	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0
10.9899	-3.37163	-2.69371	-2.13986	0.343953	11.1095	-3.32648	11	-3.3	0.908632	2.72588	0
11.0673	-3.22037	-2.73595	-2.10896	0.355504	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0
11.1126	-3.07249	-2.69731	-2.05117	0.411163	10.9851	-2.95299	11.1	-3	0.909905	2.72971	0
11.1779	-2.91527	-2.74027	-2.01765	0.42162	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0
11.1668	-2.74416	-2.64875	-1.89734	0.570275	11.0233	-2.67356	11.15	-2.7	0	2.72847	0
11.199	-2.59323	-2.66045	-1.8558	0.579612	11.1324	-2.55807	11.15	-2.55	0	2.72844	0
11.2047	-2.42802	-2.66455	-1.77094	0.663305	11.2541	-2.42353	11.15	-2.4	0	2.72732	0
11.2189	-2.28038	-2.66209	-1.72716	0.669992	11.1569	-2.2658	11.15	-2.25	0	2.72732	0
11.3149	-2.18608	-2.59803	-1.80901	0.480712	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	0
11.3496	-2.0151	-2.6652	-1.77702	0.485197	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0
11.2962	-1.8502	-2.62361	-1.63777	0.662993	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	0
11.2938	-1.68701	-2.6587	-1.59262	0.670758	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0
11.2953	-1.53863	-2.66444	-1.55541	0.671695	11.3341	-1.51762	11.25	-1.5	0	2.72321	0
11.2865	-1.3787	-2.69156	-1.51472	0.674791	11.2625	-1.34833	11.25	-1.35	0	2.72321	0
11.2313	-1.2089	-2.76931	-1.41554	0.774147	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	0
11.1965	-1.05849	-2.76935	-1.36811	0.778635	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0
11.0782	-0.870486	-2.96906	-1.22171	0.942035	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	0
11.0061	-0.723927	-2.95886	-1.16218	0.949438	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0
10.9447	-0.584367	-2.91415	-1.11994	0.931136	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	0
10.866	-0.44201	-2.91601	-1.06562	0.933976	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0
10.6917	-0.276033	-3.2764	-0.918937	1.09682	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	0
10.5827	-0.178144	-3.22043	-0.85308	1.1093	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0
10.4968	-0.0776191	-3.02831	-0.81634	1.06471	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	0
10.3743	-0.0145862	-2.93097	-0.735926	1.09012	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	0
10.2299	0.0846604	-3.0179	-0.656474	1.12112	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	0
10.089	0.114918	-2.91439	-0.562655	1.15771	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	0
9.94457	0.182583	-2.9169	-0.488774	1.1704	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0
9.79412	0.196324	-2.84498	-0.392123	1.20626	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	0
9.69446	0.209321	-2.52188	-0.32379	1.19619	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	0
9.56351	0.221522	-2.48931	-0.242075	1.21411	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0
9.4254	0.247874	-2.54377	-0.172884	1.21921	9.56225	0.148577	9.4	0.15	-2.72659	0	0
9.28186	0.236324	-2.52731	-0.0837697	1.24274	9.25348	0.150166	9.25	0.15	-2.72658	0	0
9.13552	0.243149	-2.5644	-0.0141328	1.24437	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0
8.98522	0.241115	-2.58001	0.055695	1.24496	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0
8.83556	0.238359	-2.65977	0.115217	1.23588	8.94634	0.26481	8.8	0.25	-2.72783	0	0
8.68383	0.226358	-2.67327	0.176722	1.22834	8.64483	0.254352	8.65	0.25	-2.7278	0	0
8.53068	0.204265	-2.71896	0.23648	1.21928	8.46866	0.251128	8.5	0.25	-2.72395	0	0
8.38261	0.186981	-2.72212	0.286288	1.20072	8.35775	0.250149	8.35	0.25	-2.72395	0	0
8.23244	0.151482	-2.78119	0.339417	1.18591	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0
8.08118	0.111263	-2.78983	0.392312	1.17258	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0
7.86221	0.108809	-3.26542	0.365416	1.06419	7.74678	0.154598	7.85	0.15	-3.9992	0	0
7.70062	0.0721494	-3.26574	0.398295	1.04246	7.63715	0.143302	7.65	0.15	-3.99916	0	0
7.61052	-0.00354759	-2.95747	0.487186	1.09554	7.61982	0.157052	7.55	0.15	-1.99868	0	0
7.4778	-0.0123297	-2.9097	0.495832	1.04754	7.43926	0.160393	7.45	0.15	-1.99866	0	0
7.32282	-0.0564829	-2.97622	0.517115	1.00397	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	0
7.18301	-0.0899436	-2.92509	0.537344	0.967835	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	0
7.07439	-0.168203	-2.77766	0.602643	0.989517	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	0
6.95288	-0.22736	-2.7404	0.637293	0.969221	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0
6.85189	-0.315123	-2.65421	0.699396	0.984852	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	0
6.74759	-0.394778	-2.62558	0.744021	0.975145	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0
6.64351	-0.483746	-2.63412	0.786317	0.959968	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0
6.54837	-0.579399	-2.61484	0.834828	0.95567	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0
6.46403	-0.700477	-2.61196	0.899905	0.970723	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	0
6.37293	-0.848053	-2.67344	0.969268	0.986817	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	0
6.3748	-1.05209	-2.56816	1.16055	1.19283	6.35624	-1.10001	6.35	-1.1	0	-2.99522	0
6.33143	-1.1899	-2.5991	1.23089	1.20318	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0
6.30865	-1.37307	-2.66157	1.35096	1.28154	6.30992	-1.40686	6.35	-1.4	0	-2.72817	0
6.29323	-1.52454	-2.6684	1.42992	1.28982	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0
6.29471	-1.6883	-2.70416	1.52354	1.32085	6.50996	-1.74616	6.35	-1.7	0	-2.72628	0
6.30347	-1.83534	-2.69417	1.60188	1.32684	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0
6.30034	-1.95524	-2.5915	1.64677	1.28137	6.38849	-2.02257	6.35	-2	0	-2.73154	0
6.32089	-2.10465	-2.60794	1.72062	1.28389	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0
6.32236	-2.20847	-2.48845	1.75514	1.23592	6.28921	-2.27735	6.35	-2.3	0	-2.99503	0
6.34311	-2.35355	-2.54141	1.81183	1.22764	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0
6.38631	-2.5202	-2.67211	1.88852	1.2462	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	0
6.43709	-2.67818	-2.71542	1.95371	1.24031	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0
6.48689	-2.81927	-2.70615	2.01234	1.22736	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0
6.55082	-2.96704	-2.7357	2.0732	1.21879	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0
6.59662	-3.07578	-2.51189	2.11496	1.1746	6.70928	-3.32749	6.55	-3.25	0	-3.63617	0
6.63886	-3.25538	-2.61299	2.13616	1.12501	6.54763	-3.45513	6.55	-3.45	0	-3.63613	0
6.69661	-3.39333	-2.60705	2.17502	1.09789	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	0
6.74668	-3.56586	-2.6816	2.19041	1.04846	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	0
6.81377	-3.69161	-2.62502	2.22895	1.0244	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	0
6.88909	-3.83629	-2.66494	2.26073	0.99749	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0
6.99088	-3.98027	-2.75885	2.30397	0.985544	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	0
7.05664	-4.15254	-2.81573	2.30542	0.929277	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	0
7.10926	-4.24548	-2.50481	2.33052	0.892286	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	0
7.16662	-4.39974	-2.5435	2.32841	0.838513	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	0
7.25313	-4.52473	-2.57496	2.35467	0.817803	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	0
7.3007	-4.68209	-2.59576	2.33847	0.754839	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	0
7.41711	-4.83078	-2.83926	2.36499	0.743981	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	0
7.48138	-4.99815	-2.86158	2.34707	0.683056	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	0
7.54802	-5.10446	-2.74406	2.35778	0.656237	7.32687	-5.26205	7.4	-5.3	0.999994	-3	0
7.5956	-5.26985	-2.77376	2.32556	0.588536	7.46174	-5.44979	7.45	-5.45	0.999999	-3	0
7.67398	-5.38316	-2.68533	2.33998	0.568186	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	0
7.74412	-5.53534	-2.70601	2.32746	0.522698	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	0
7.82258	-5.64498	-2.58609	2.33952	0.502947	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	0
7.87479	-5.80787	-2.60856	2.30836	0.442255	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	0
7.95699	-5.92016	-2.58387	2.32019	0.429036	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	0
8.02494	-6.0615	-2.59837	2.3071	0.391362	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	0
8.14847	-6.20202	-2.92786	2.32621	0.396148	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	0
8.22014	-6.34744	-2.94405	2.30888	0.357814	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	0
8.27983	-6.44059	-2.61134	2.30989	0.332769	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	0
8.34384	-6.57946	-2.61684	2.29256	0.29614	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	0
8.42585	-6.6926	-2.60841	2.29836	0.28536	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	0
8.47609	-6.8464	-2.61805	2.26448	0.234686	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	0
8.59584	-6.99415	-2.85137	2.27618	0.2371	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	0
8.65544	-7.15656	-2.86206	2.24348	0.190392	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	0
8.74332	-7.28042	-2.82028	2.24638	0.18171	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	0
8.81703	-7.41536	-2.81585	2.23626	0.161219	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0
8.9009	-7.53306	-2.86654	2.24021	0.158181	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	0
8.9512	-7.68188	-2.87573	2.20879	0.117984	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	0
9.00446	-7.7896	-2.66384	2.197	0.0948102	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	0
9.04585	-7.95894	-2.68881	2.15307	0.0446989	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	0
9.08854	-8.06416	-2.47772	2.13642	0.0199198	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	0
9.1251	-8.20269	-2.47791	2.10593	-0.0120196	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	0
9.19111	-8.32706	-2.51203	2.10121	-0.015155	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	0
9.23247	-8.47388	-2.52769	2.07118	-0.0445393	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0
9.32186	-8.62266	-2.7718	2.08028	-0.0251587	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	0
9.37844	-8.78308	-2.79779	2.05633	-0.0478876	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	0
9.44322	-8.91824	-2.77023	2.04876	-0.053908	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	0
9.49055	-9.08448	-2.80034	2.01916	-0.0808053	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	0
9.54994	-9.21944	-2.82041	2.01144	-0.0841635	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	0
9.59247	-9.37535	-2.8512	1.98531	-0.10634	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	0
9.61613	-9.49243	-2.58828	1.95273	-0.144472	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	0
9.65948	-9.63693	-2.60247	1.93452	-0.154835	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	0
9.6906	-9.75767	-2.48436	1.91296	-0.172837	9.63311	-9.79216	9.65	-9.8	0	-2.73054	0
9.70919	-9.91018	-2.50792	1.87812	-0.198181	9.64842	-9.95866	9.65	-9.95	0	-2.73053	0
9.76534	-10.051	-2.69314	1.884	-0.173363	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	0
9.78812	-10.1995	-2.71698	1.85683	-0.19187	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0
9.83387	-10.3496	-2.77014	1.85043	-0.18489	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0
9.8687	-10.5067	-2.78563	1.83283	-0.192372	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0
9.88342	-10.6364	-2.62744	1.80182	-0.221523	9.8617	-10.6917	9.85	-10.7	0	-2.72718	0
9.89216	-10.8008	-2.65929	1.76737	-0.243798	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0
9.89915	-10.9293	-2.55573	1.73784	-0.265556	9.75887	-10.887	9.85	-11	0	-2.72395	0
9.90094	-11.0906	-2.58896	1.70367	-0.285024	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0
9.91632	-11.2349	-2.59376	1.68563	-0.287498	9.87245	-11.316	9.85	-11.3	0	-2.73074	0
9.90529	-11.3991	-2.6288	1.64696	-0.310165	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0
9.91472	-11.5482	-2.63294	1.62814	-0.312434	9.93142	-11.6783	9.85	-11.6	0	-2.72396	0
9.89526	-11.7093	-2.66018	1.58974	-0.333344	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0
9.88272	-11.8337	-2.59568	1.55867	-0.353231	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	0
9.84112	-11.9928	-2.64945	1.50957	-0.384263	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	0
9.74908	-12.0765	-2.21322	1.39078	-0.52502	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	0
9.67937	-12.2171	-2.26042	1.32744	-0.558593	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	0
9.6393	-12.3393	-2.26154	1.28968	-0.566443	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	0
9.52901	-12.5004	-2.36637	1.20417	-0.618856	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	0
9.4319	-12.5839	-2.20444	1.09944	-0.721562	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	0
9.32113	-12.712	-2.29652	1.02272	-0.760034	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	0
9.22684	-12.8091	-2.25641	0.94449	-0.809851	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	0
9.10011	-12.9295	-2.3408	0.867317	-0.840079	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	0
8.9222	-12.9958	-2.26422	0.680096	-1.0379	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	0
8.78095	-13.0778	-2.32627	0.597647	-1.06097	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	0
8.67475	-13.138	-2.33366	0.537879	-1.06794	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	0
8.51134	-13.219	-2.46069	0.459065	-1.08828	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	0
8.29765	-13.2374	-2.61557	0.271585	-1.27495	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	0
8.1746	-13.2463	-2.57911	0.198688	-1.28481	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	0
8.06356	-13.2721	-2.48846	0.156354	-1.24196	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	0
7.91102	-13.2865	-2.51761	0.0814327	-1.24687	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0
7.72182	-13.2714	-2.68034	-0.0351433	-1.31549	7.57824	-13.1345	7.65	-13.25	-3.62957	0	0
7.5443	-13.2646	-2.74286	-0.110446	-1.31513	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0
7.42075	-13.2561	-2.62816	-0.159513	-1.27825	7.33241	-13.2718	7.3	-13.25	-2.7301	0	0
7.23978	-13.2389	-2.7109	-0.223905	-1.26858	7.13166	-13.2372	7.15	-13.25	-2.73007	0	0
7.11623	-13.2135	-2.59235	-0.276002	-1.23778	6.97467	-13.1643	7	-13.25	-2.72703	0	0
6.94089	-13.1922	-2.67345	-0.325752	-1.2167	6.84852	-13.2404	6.85	-13.25	-2.727	0	0
6.79952	-13.1459	-2.68239	-0.388757	-1.21286	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	0
6.63086	-13.107	-2.74534	-0.435051	-1.1909	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	0
6.48988	-13.035	-2.75437	-0.501795	-1.19088	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0
6.32389	-12.9828	-2.81124	-0.541983	-1.16465	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	0
6.21374	-12.9252	-2.64852	-0.588787	-1.13611	6.09711	-13.0021	6.1	-13	-2.73	0.910004	0
6.04848	-12.8736	-2.71182	-0.615518	-1.09982	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	0
5.95226	-12.8221	-2.59338	-0.653366	-1.07652	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	0
5.79396	-12.7697	-2.66637	-0.668012	-1.03612	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	0
5.68064	-12.6867	-2.64766	-0.717793	-1.02835	5.61778	-12.8527	5.55	-12.75	-1.81993	1.81994	0
5.5378	-12.602	-2.69166	-0.750912	-1.00415	5.45219	-12.6228	5.45	-12.65	-1.81994	1.81994	0
5.42836	-12.4973	-2.68908	-0.804605	-1.00153	5.30917	-12.4284	5.35	-12.55	-1.81722	1.81723	0
5.30349	-12.4036	-2.71089	-0.839396	-0.98108	5.25069	-12.4448	5.25	-12.45	-1.81721	1.81721	0
5.19527	-12.2886	-2.77891	-0.889467	-0.97991	5.13338	-12.4375	5.1	-12.35	-2.72881	1.8192	0
5.0528	-12.1967	-2.81294	-0.903081	-0.93933	4.9499	-12.2734	4.95	-12.25	-2.72881	1.81921	0
4.98036	-12.1081	-2.59094	-0.945798	-0.923784	4.92993	-12.1787	4.9	-12.15	-0.908467	1.81693	0
4.88036	-12.0028	-2.60074	-0.980172	-0.907247	4.84027	-12.0359	4.85	-12.05	-0.908462	1.81692	0
4.77377	-11.8506	-2.87266	-1.02833	-0.911215	4.79909	-11.9738	4.75	-11.9	-1.81788	2.72684	0
4.67671	-11.7254	-2.87853	-1.06225	-0.894923	4.63814	-11.758	4.65	-11.75	-1.81788	2.72683	0
4.62744	-11.617	-2.61124	-1.11372	-0.893098	4.50688	-11.4491	4.6	-11.65	-0.909963	1.81994	0
4.55661	-11.499	-2.6058	-1.1515	-0.882007	4.5399	-11.541	4.55	-11.55	-0.909959	1.81992	0
4.46195	-11.3171	-2.96416	-1.1892	-0.871754	4.46798	-11.2692	4.5	-11.35	-0.909227	3.63689	0
4.4201	-11.1605	-2.95883	-1.24841	-0.883322	4.45518	-11.1556	4.45	-11.15	-0.909218	3.63686	0
4.41834	-11.0596	-2.59654	-1.31759	-0.907961	4.47788	-11.2387	4.4	-11.05	-0.909227	1.81845	0
4.37893	-10.9281	-2.59024	-1.36051	-0.901035	4.36691	-10.9529	4.35	-10.95	-0.909222	1.81844	0
4.37512	-10.8059	-2.42195	-1.42697	-0.921434	4.34978	-10.6819	4.4	-10.8	0.9094	2.72823	0
4.3786	-10.6676	-2.42466	-1.49259	-0.936544	4.42489	-10.6572	4.45	-10.65	0.909396	2.72819	0
4.35323	-10.5225	-2.60469	-1.52162	-0.912447	4.45256	-10.5332	4.45	-10.5	0	3.00113	0
4.37781	-10.3803	-2.61971	-1.58983	-0.935086	4.44692	-10.3512	4.45	-10.35	0	3.00113	0
4.39149	-10.2402	-2.61696	-1.64611	-0.945523	4.41237	-9.99477	4.5	-10.2	0.999524	2.99855	0
4.44714	-10.0908	-2.65138	-1.72752	-0.979577	4.5556	-10.0446	4.55	-10.05	0.999524	2.99856	0
4.47194	-9.95001	-2.69631	-1.77453	-0.97455	4.57379	-9.85032	4.6	-9.9	0.998267	2.9948	0
4.54597	-9.79857	-2.74415	-1.85675	-1.00762	4.65841	-9.75093	4.65	-9.75	0.998262	2.99479	0
4.64743	-9.67233	-2.5782	-1.9822	-1.10118	4.60255	-9.4741	4.7	-9.65	0.910924	1.82187	0
4.71769	-9.54192	-2.58932	-2.04951	-1.10791	4.74425	-9.53907	4.75	-9.55	0.910928	1.82186	0
4.74917	-9.40003	-2.68286	-2.05836	-1.03671	4.78405	-9.35872	4.8	-9.4	0.908038	2.72411	0
4.8368	-9.26576	-2.707	-2.12473	-1.04548	4.87523	-9.25457	4.85	-9.25	0.908033	2.7241	0
4.89524	-9.12441	-2.7678	-2.14715	-0.996551	4.92663	-9.02336	4.95	-9.1	1.81851	2.72776	0
5.00049	-8.98868	-2.80791	-2.21185	-1.00554	5.04624	-8.96378	5.05	-8.95	1.81852	2.72777	0
5.06347	-8.84466	-2.864	-2.21887	-0.937016	5.1055	-8.72095	5.15	-8.8	1.8165	2.72476	0
5.19279	-8.69957	-2.94207	-2.2828	-0.947691	5.26299	-8.64398	5.25	-8.65	1.8165	2.72475	0
5.31704	-8.58301	-2.94606	-2.35185	-0.971672	5.34134	-8.5519	5.35	-8.55	1.82159	1.8216	0
5.43552	-8.46477	-2.95957	-2.40398	-0.970318	5.43218	-8.43885	5.45	-8.45	1.82157	1.82157	0
5.49199	-8.34014	-2.91189	-2.3815	-0.857233	5.5122	-8.36624	5.5	-8.35	0.908054	1.81609	0
5.59312	-8.23779	-2.8769	-2.42252	-0.852167	5.54143	-8.23537	5.55	-8.25	0.908054	1.8161	0
5.74144	-8.15253	-2.88759	-2.5051	-0.907147	5.72065	-8.20245	5.7	-8.15	2.72851	1.81902	0
5.86846	-8.05623	-2.89076	-2.55175	-0.904114	5.85207	-8.0316	5.85	-8.05	2.72849	1.81899	0
5.89853	-7.94293	-2.7041	-2.49111	-0.727501	5.99121	-7.96746	5.95	-7.9	1.81851	2.72777	0
6.03306	-7.82979	-2.76423	-2.52537	-0.7208	6.04955	-7.75139	6.05	-7.75	1.81852	2.72777	0
6.13003	-7.72939	-2.71948	-2.52678	-0.657766	6.20599	-7.74241	6.15	-7.65	1.81739	1.81739	0
6.25778	-7.62694	-2.75126	-2.55597	-0.650618	6.2473	-7.56333	6.25	-7.55	1.81739	1.81739	0
6.34715	-7.52484	-2.67828	-2.54295	-0.570774	6.39144	-7.48582	6.35	-7.45	1.8164	1.81641	0
